id,data_type,loan_type,purchased_bal_gp,district,payer_3yr,balance_proxy,raw_repay_prob,calibrated_repay_prob,predicted_payer_flag,expected_value_proxy,gross_high_priority_agent_call,net_high_priority_agent_call,gross_medium_priority_auto_dialer,net_medium_priority_auto_dialer,gross_low_priority_sms_email,net_low_priority_sms_email,recommended_action,expected_gross_recovery,expected_net_recovery,recommended_contact_cost,policy_rank
11412,T,Credit Card,05. <=100k,JORDAN,N,75000,0.38941932,0.09009115599804456,Y,6756.836699853342,2364.8928449486693,2279.8928449486693,1702.7228483630417,1690.7228483630417,827.7124957320342,826.2124957320342,High Priority (Agent Call),2364.8928449486693,2279.8928449486693,85.0,663
10828,T,Credit Card,04. <=50k,TSING YI,Y,37500,0.6335731,0.17983906689690835,Y,6743.9650086340625,2360.3877530219215,2275.3877530219215,1699.4791821757835,1687.4791821757835,826.1357135576725,824.6357135576725,High Priority (Agent Call),2360.3877530219215,2275.3877530219215,85.0,664
11071,M,Credit Card,04. <=50k,TUEN MUN,N,37500,0.63343054,0.17976687127991026,Y,6741.257672996635,2359.4401855488222,2274.4401855488222,1698.796933595152,1686.796933595152,825.8040649420877,824.3040649420877,High Priority (Agent Call),2359.4401855488222,2274.4401855488222,85.0,665
12694,M,Credit Card,04. <=50k,YUEN LONG,N,37500,0.6334006,0.1797517242339721,Y,6740.689658773954,2359.241380570884,2274.241380570884,1698.6537940110363,1686.6537940110363,825.7344831998093,824.2344831998093,High Priority (Agent Call),2359.241380570884,2274.241380570884,85.0,666
5705,M,Credit Card,04. <=50k,TAI KOK TSUI,Y,37500,0.63335425,0.17972825232795492,Y,6739.80946229831,2358.9333118044083,2273.9333118044083,1698.431984499174,1686.431984499174,825.6266591315429,824.1266591315429,High Priority (Agent Call),2358.9333118044083,2273.9333118044083,85.0,667
13487,M,Credit Card,04. <=50k,WAN CHAI,N,37500,0.6332036,0.17965203901806626,Y,6736.951463177485,2357.9330121121193,2272.9330121121193,1697.7117687207258,1685.7117687207258,825.2765542392417,823.7765542392417,High Priority (Agent Call),2357.9330121121193,2272.9330121121193,85.0,668
8957,M,Credit Card,05. <=100k,TUEN MUN,N,75000,0.38840464,0.08981252953061476,N,6735.939714796107,2357.5789001786375,2272.5789001786375,1697.4568081286188,1685.4568081286188,825.1526150625231,823.6526150625231,High Priority (Agent Call),2357.5789001786375,2272.5789001786375,85.0,669
15753,M,Credit Card,04. <=50k,TSUEN WAN,N,37500,0.63311255,0.17960597378192739,Y,6735.224016822277,2357.3284058877966,2272.3284058877966,1697.2764522392135,1685.2764522392135,825.0649420607288,823.5649420607288,High Priority (Agent Call),2357.3284058877966,2272.3284058877966,85.0,670
1036,T,Personal Loan,05. <=100k,TUEN MUN,Y,75000,0.3881037,0.0897299903087013,N,6729.749273152597,2355.412245603409,2270.412245603409,1695.8968168344543,1683.8968168344543,824.3942859611931,822.8942859611931,High Priority (Agent Call),2355.412245603409,2270.412245603409,85.0,671
15899,M,Credit Card,04. <=50k,YUEN LONG,N,37500,0.6325715,0.17933261480747809,Y,6724.9730552804285,2353.7405693481496,2268.7405693481496,1694.6932099306678,1682.6932099306678,823.8091992718523,822.3091992718523,High Priority (Agent Call),2353.7405693481496,2268.7405693481496,85.0,672
10379,M,Credit Card,05. <=100k,KWAI CHUNG,N,75000,0.38781717,0.08965144903366505,N,6723.858677524879,2353.3505371337073,2268.3505371337073,1694.4123867362691,1682.4123867362691,823.6726879967975,822.1726879967975,High Priority (Agent Call),2353.3505371337073,2268.3505371337073,85.0,673
10097,M,Credit Card,04. <=50k,KWAI CHUNG,Y,37500,0.63179123,0.17893924083169763,Y,6710.221531188661,2348.577535916031,2263.577535916031,1690.9758258595423,1678.9758258595423,822.0021375706109,820.5021375706109,High Priority (Agent Call),2348.577535916031,2263.577535916031,85.0,674
15044,T,Credit Card,04. <=50k,JORDAN,N,37500,0.6316953,0.1788909322956013,Y,6708.409961085049,2347.943486379767,2262.943486379767,1690.5193101934321,1678.5193101934321,821.7802202329184,820.2802202329184,High Priority (Agent Call),2347.943486379767,2262.943486379767,85.0,675
9279,M,Credit Card,06. <=200k,HUNG HOM,N,150000,0.19946423,0.044710047670820166,N,6706.507150623025,2347.2775027180587,2262.2775027180587,1690.0398019570023,1678.0398019570023,821.5471259513205,820.0471259513205,High Priority (Agent Call),2347.2775027180587,2262.2775027180587,85.0,676
12028,T,Credit Card,04. <=50k,KWUN TONG,N,37500,0.631448,0.17876651147406267,Y,6703.74418027735,2346.3104630970724,2261.3104630970724,1689.3435334298922,1677.3435334298922,821.2086620839754,819.7086620839754,High Priority (Agent Call),2346.3104630970724,2261.3104630970724,85.0,677
10624,T,Credit Card,04. <=50k,FANLING,N,37500,0.6314307,0.17875781874335203,Y,6703.418202875701,2346.196371006495,2261.196371006495,1689.2613871246765,1677.2613871246765,821.1687298522733,819.6687298522733,High Priority (Agent Call),2346.196371006495,2261.196371006495,85.0,678
15202,M,Credit Card,04. <=50k,TUEN MUN,N,37500,0.63139576,0.17874025495944434,Y,6702.759560979163,2345.965846342707,2260.965846342707,1689.0954093667492,1677.0954093667492,821.0880462199475,819.5880462199475,High Priority (Agent Call),2345.965846342707,2260.965846342707,85.0,679
15106,M,Credit Card,03. <=25k,TUEN MUN,N,17500,0.86432165,0.3827698976664741,Y,6698.473209163297,2344.465623207154,2259.465623207154,1688.0152487091507,1676.0152487091507,820.5629681225038,819.0629681225038,High Priority (Agent Call),2344.465623207154,2259.465623207154,85.0,680
14640,T,Credit Card,04. <=50k,TUEN MUN,N,37500,0.6310503,0.1785666453029172,Y,6696.249198859395,2343.687219600788,2258.687219600788,1687.4547981125672,1675.4547981125672,820.2905268602758,818.7905268602758,High Priority (Agent Call),2343.687219600788,2258.687219600788,85.0,681
14670,M,Credit Card,04. <=50k,TUEN MUN,N,37500,0.63086796,0.17847509841146467,Y,6692.816190429925,2342.4856666504734,2257.4856666504734,1686.5896799883408,1674.5896799883408,819.8699833276656,818.3699833276656,High Priority (Agent Call),2342.4856666504734,2257.4856666504734,85.0,682
13066,M,Credit Card,04. <=50k,WAN CHAI,N,37500,0.63076496,0.17842340897318512,Y,6690.877836494442,2341.8072427730544,2256.8072427730544,1686.1012147965992,1674.1012147965992,819.632534970569,818.132534970569,High Priority (Agent Call),2341.8072427730544,2256.8072427730544,85.0,683
9445,M,Personal Loan,05. <=100k,SAI YING PUN,N,75000,0.3856253,0.08905195312747982,N,6678.896484560986,2337.613769596345,2252.613769596345,1683.0819141093682,1671.0819141093682,818.1648193587206,816.6648193587206,High Priority (Agent Call),2337.613769596345,2252.613769596345,85.0,684
12764,T,Credit Card,05. <=100k,JORDAN,N,75000,0.38537845,0.0889845851195912,N,6673.84388396934,2335.8453593892687,2250.8453593892687,1681.8086587602734,1669.8086587602734,817.545875786244,816.045875786244,High Priority (Agent Call),2335.8453593892687,2250.8453593892687,85.0,685
15243,M,Credit Card,04. <=50k,YUEN LONG,N,37500,0.6297506,0.17791529533819359,Y,6671.823575182259,2335.1382513137905,2250.1382513137905,1681.299540945929,1669.299540945929,817.2983879598266,815.7983879598266,High Priority (Agent Call),2335.1382513137905,2250.1382513137905,85.0,686
13494,M,Credit Card,04. <=50k,YUEN LONG,N,37500,0.6297022,0.177891093832668,Y,6670.91601872505,2334.8206065537674,2249.8206065537674,1681.0708367187126,1669.0708367187126,817.1872122938186,815.6872122938186,High Priority (Agent Call),2334.8206065537674,2249.8206065537674,85.0,687
9384,T,Credit Card,04. <=50k,TUEN MUN,N,37500,0.6295118,0.1777959051490878,Y,6667.3464430907925,2333.571255081777,2248.571255081777,1680.1713036588794,1668.1713036588794,816.7499392786219,815.2499392786219,High Priority (Agent Call),2333.571255081777,2248.571255081777,85.0,688
10295,M,Credit Card,04. <=50k,TUNG CHUNG,N,37500,0.6293747,0.1777274183875121,Y,6664.778189531704,2332.6723663360963,2247.6723663360963,1679.5241037619892,1667.5241037619892,816.4353282176337,814.9353282176337,High Priority (Agent Call),2332.6723663360963,2247.6723663360963,85.0,689
12855,M,Credit Card,04. <=50k,YUEN LONG,N,37500,0.62910557,0.17759306629173435,Y,6659.739985940038,2330.9089950790135,2245.9089950790135,1678.2544764568897,1666.2544764568897,815.8181482776547,814.3181482776547,High Priority (Agent Call),2330.9089950790135,2245.9089950790135,85.0,690
13438,M,Credit Card,04. <=50k,SHAM SHUI PO,N,37500,0.62909186,0.1775862254238816,Y,6659.48345339556,2330.819208688446,2245.819208688446,1678.189830255681,1666.189830255681,815.7867230409561,814.2867230409561,High Priority (Agent Call),2330.819208688446,2245.819208688446,85.0,691
14414,M,Credit Card,04. <=50k,WONG TAI SIN,N,37500,0.6288293,0.17745526779910517,Y,6654.572542466444,2329.1003898632553,2244.1003898632553,1676.9522807015437,1664.9522807015437,815.1851364521393,813.6851364521393,High Priority (Agent Call),2329.1003898632553,2244.1003898632553,85.0,692
9240,T,Credit Card,05. <=100k,NGAU TAU KOK,N,75000,0.38425446,0.08867821587801877,N,6650.866190851408,2327.8031667979926,2242.8031667979926,1676.0182800945547,1664.0182800945547,814.7311083792973,813.2311083792973,High Priority (Agent Call),2327.8031667979926,2242.8031667979926,85.0,693
9897,M,Credit Card,05. <=100k,YUEN LONG,N,75000,0.3839237,0.08858818141795682,N,6644.113606346762,2325.4397622213664,2240.4397622213664,1674.3166287993838,1662.3166287993838,813.9039167774782,812.4039167774782,High Priority (Agent Call),2325.4397622213664,2240.4397622213664,85.0,694
10830,M,Credit Card,03. <=25k,CHAI WAN,Y,17500,0.8622233,0.3794271273679196,Y,6639.974728938593,2323.9911551285077,2238.9911551285077,1673.2736316925254,1661.2736316925254,813.3969042949776,811.8969042949776,High Priority (Agent Call),2323.9911551285077,2238.9911551285077,85.0,695
15410,M,Credit Card,04. <=50k,TUEN MUN,N,37500,0.6280309,0.1770577412686226,Y,6639.665297573347,2323.8828541506714,2238.8828541506714,1673.1956549884833,1661.1956549884833,813.358998952735,811.858998952735,High Priority (Agent Call),2323.8828541506714,2238.8828541506714,85.0,696
1706,M,Credit Card,05. <=100k,KWAI CHUNG,N,75000,0.3836802,0.08852192685473491,N,6639.144514105118,2323.700579936791,2238.700579936791,1673.0644175544896,1661.0644175544896,813.2952029778769,811.7952029778769,High Priority (Agent Call),2323.700579936791,2238.700579936791,85.0,697
12383,M,Credit Card,04. <=50k,YUEN LONG,N,37500,0.62790984,0.17699755826232624,Y,6637.408434837234,2323.092952193032,2238.092952193032,1672.626925578983,1660.626925578983,813.0825332675612,811.5825332675612,High Priority (Agent Call),2323.092952193032,2238.092952193032,85.0,698
892,T,Credit Card,05. <=100k,TSING YI,N,75000,0.38291222,0.08831316792207645,N,6623.487594155734,2318.220657954507,2233.220657954507,1669.1188737272448,1657.1188737272448,811.3772302840773,809.8772302840773,High Priority (Agent Call),2318.220657954507,2233.220657954507,85.0,699
15679,M,Personal Loan,04. <=50k,SHEUNG SHUI,N,37500,0.6266756,0.17638533272048892,Y,6614.449977018335,2315.057491956417,2230.057491956417,1666.8413942086202,1654.8413942086202,810.2701221847459,808.7701221847459,High Priority (Agent Call),2315.057491956417,2230.057491956417,85.0,700
9830,M,Credit Card,05. <=100k,TSEUNG KWAN O,N,75000,0.38245645,0.0881894122263935,N,6614.205916979512,2314.972070942829,2229.972070942829,1666.7798910788367,1654.7798910788367,810.2402248299901,808.7402248299901,High Priority (Agent Call),2314.972070942829,2229.972070942829,85.0,701
15349,M,Credit Card,03. <=25k,WONG TAI SIN,Y,17500,0.86112875,0.37770479038806093,Y,6609.833831791067,2313.441841126873,2228.441841126873,1665.6781256113484,1653.6781256113484,809.7046443944055,808.2046443944055,High Priority (Agent Call),2313.441841126873,2228.441841126873,85.0,702
14991,M,Credit Card,04. <=50k,TSING YI,N,37500,0.6262714,0.17618538477657394,Y,6606.951929121523,2312.433175192533,2227.433175192533,1664.9518861386236,1652.9518861386236,809.3516113173864,807.8516113173864,High Priority (Agent Call),2312.433175192533,2227.433175192533,85.0,703
10380,T,Credit Card,05. <=100k,KWAI CHUNG,N,75000,0.38166115,0.08797370170821153,N,6598.027628115865,2309.3096698405525,2224.3096698405525,1662.7029622851978,1650.7029622851978,808.2583844441933,806.7583844441933,High Priority (Agent Call),2309.3096698405525,2224.3096698405525,85.0,704
14138,M,Personal Loan,04. <=50k,TSING YI,N,37500,0.6256613,0.1758840632538465,Y,6595.652372019244,2308.478330206735,2223.478330206735,1662.1043977488491,1650.1043977488491,807.9674155723571,806.4674155723571,High Priority (Agent Call),2308.478330206735,2223.478330206735,85.0,705
14855,M,Credit Card,05. <=100k,TSUEN WAN,N,75000,0.38153532,0.08793960208228045,N,6595.4701561710335,2308.4145546598616,2223.4145546598616,1662.0584793551002,1650.0584793551002,807.9450941309515,806.4450941309515,High Priority (Agent Call),2308.4145546598616,2223.4145546598616,85.0,706
15613,M,Personal Loan,04. <=50k,TSZ WAN SHAN,N,37500,0.62557316,0.17584057514913354,Y,6594.021568092508,2307.9075488323774,2222.9075488323774,1661.6934351593118,1649.6934351593118,807.767642091332,806.267642091332,High Priority (Agent Call),2307.9075488323774,2222.9075488323774,85.0,707
12122,M,Credit Card,04. <=50k,LAMMA ISLAND,Y,37500,0.62527007,0.17569115306999716,Y,6588.418240124894,2305.9463840437124,2220.9463840437124,1660.2813965114728,1648.2813965114728,807.0812344152993,805.5812344152993,High Priority (Agent Call),2305.9463840437124,2220.9463840437124,85.0,708
9179,M,Personal Loan,04. <=50k,TUEN MUN,N,37500,0.62443423,0.17527985657285533,Y,6572.994621482075,2300.548117518726,2215.548117518726,1656.3946446134826,1644.3946446134826,805.191841131554,803.691841131554,High Priority (Agent Call),2300.548117518726,2215.548117518726,85.0,709
10070,M,Credit Card,04. <=50k,WONG TAI SIN,N,37500,0.624411,0.1752684338850839,Y,6572.566270690646,2300.398194741726,2215.398194741726,1656.2867002140426,1644.2867002140426,805.139368159604,803.639368159604,High Priority (Agent Call),2300.398194741726,2215.398194741726,85.0,710
10778,M,Credit Card,04. <=50k,SHEUNG SHUI,N,37500,0.6241666,0.17514840171806323,Y,6568.065064427371,2298.82277254958,2213.82277254958,1655.1523962356976,1643.1523962356976,804.5879703923529,803.0879703923529,High Priority (Agent Call),2298.82277254958,2213.82277254958,85.0,711
7853,M,Credit Card,06. <=200k,YUEN LONG,N,150000,0.19502567,0.0437651852990056,N,6564.77779485084,2297.672228197794,2212.672228197794,1654.3240043024116,1642.3240043024116,804.1852798692279,802.6852798692279,High Priority (Agent Call),2297.672228197794,2212.672228197794,85.0,712
9297,M,Credit Card,03. <=25k,WAH FU,Y,17500,0.8593422,0.37492449784354426,Y,6561.178712262024,2296.4125492917083,2211.4125492917083,1653.41703549003,1641.41703549003,803.7443922520979,802.2443922520979,High Priority (Agent Call),2296.4125492917083,2211.4125492917083,85.0,713
11708,T,Credit Card,04. <=50k,KWAI CHUNG,N,37500,0.623718,0.17492831867641265,Y,6559.811950365474,2295.934182627916,2210.934182627916,1653.0726114920994,1641.0726114920994,803.5769639197706,802.0769639197706,High Priority (Agent Call),2295.934182627916,2210.934182627916,85.0,714
8420,T,Credit Card,05. <=100k,YUEN LONG,N,75000,0.37964395,0.0874279432254354,N,6557.095741907655,2294.983509667679,2209.983509667679,1652.3881269607286,1640.3881269607286,803.2442283836875,801.7442283836875,High Priority (Agent Call),2294.983509667679,2209.983509667679,85.0,715
11230,M,Credit Card,04. <=50k,TIN SHUI WAI,N,37500,0.62334543,0.17474576523640756,Y,6552.966196365283,2293.538168727849,2208.538168727849,1651.3474814840513,1639.3474814840513,802.7383590547471,801.2383590547471,High Priority (Agent Call),2293.538168727849,2208.538168727849,85.0,716
15144,T,Credit Card,03. <=25k,YUEN LONG,N,17500,0.85823125,0.37321449890784236,Y,6531.2537308872415,2285.938805810534,2200.938805810534,1645.8759401835846,1633.8759401835846,800.0785820336869,798.5785820336869,High Priority (Agent Call),2285.938805810534,2200.938805810534,85.0,717
13424,T,Credit Card,03. <=25k,JORDAN,Y,17500,0.8580688,0.3729657007143577,Y,6526.89976250126,2284.4149168754407,2199.4149168754407,1644.7787401503172,1632.7787401503172,799.5452209064042,798.0452209064042,High Priority (Agent Call),2284.4149168754407,2199.4149168754407,85.0,718
12399,M,Credit Card,04. <=50k,TSEUNG KWAN O,N,37500,0.62174743,0.17396531622237807,Y,6523.699358339178,2283.294775418712,2198.294775418712,1643.9722383014725,1631.9722383014725,799.1531713965492,797.6531713965492,High Priority (Agent Call),2283.294775418712,2198.294775418712,85.0,719
10825,M,Credit Card,04. <=50k,YUEN LONG,N,37500,0.6216963,0.17394040640141442,Y,6522.7652400530405,2282.967834018564,2197.967834018564,1643.7368404933661,1631.7368404933661,799.0387419064974,797.5387419064974,High Priority (Agent Call),2282.967834018564,2197.967834018564,85.0,720
14917,M,Credit Card,04. <=50k,TUEN MUN,N,37500,0.62168545,0.17393512303148884,Y,6522.567113680831,2282.898489788291,2197.898489788291,1643.6869126475694,1631.6869126475694,799.0144714259018,797.5144714259018,High Priority (Agent Call),2282.898489788291,2197.898489788291,85.0,721
9466,M,Credit Card,04. <=50k,SAU MAU PING,N,37500,0.62153,0.17385943450514396,Y,6519.728793942899,2281.9050778800142,2196.9050778800142,1642.9716560736101,1630.9716560736101,798.6667772580049,797.1667772580049,High Priority (Agent Call),2281.9050778800142,2196.9050778800142,85.0,722
9899,M,Overdraft,04. <=50k,SHEUNG SHUI,Y,37500,0.62122,0.17370860666684287,Y,6514.072750006608,2279.9254625023127,2194.9254625023127,1641.546333001665,1629.546333001665,797.9739118758094,796.4739118758094,High Priority (Agent Call),2279.9254625023127,2194.9254625023127,85.0,723
12888,T,Credit Card,03. <=25k,JORDAN,Y,17500,0.857567,0.37219895017883164,Y,6513.481628129553,2279.7185698453436,2194.7185698453436,1641.3973702886474,1629.3973702886474,797.9014994458702,796.4014994458702,High Priority (Agent Call),2279.7185698453436,2194.7185698453436,85.0,724
14953,M,Credit Card,03. <=25k,TSING YI,Y,17500,0.8574985,0.3720945308275702,Y,6511.654289482479,2279.0790013188675,2194.0790013188675,1640.9368809495845,1628.9368809495845,797.6776504616035,796.1776504616035,High Priority (Agent Call),2279.0790013188675,2194.0790013188675,85.0,725
14651,M,Credit Card,03. <=25k,KWUN TONG,Y,17500,0.85749835,0.37209425826258163,Y,6511.649519595178,2279.0773318583124,2194.0773318583124,1640.935678937985,1628.935678937985,797.6770661504092,796.1770661504092,High Priority (Agent Call),2279.0773318583124,2194.0773318583124,85.0,726
14663,M,Credit Card,03. <=25k,HAMMER HILL,Y,17500,0.8574724,0.37205474021846335,Y,6510.957953823108,2278.835283838088,2193.835283838088,1640.7614043634233,1628.7614043634233,797.5923493433307,796.0923493433307,High Priority (Agent Call),2278.835283838088,2193.835283838088,85.0,727
15915,M,Personal Loan,04. <=50k,SHAM SHUI PO,N,37500,0.62090224,0.17355416605796592,Y,6508.281227173722,2277.8984295108025,2192.8984295108025,1640.0868692477777,1628.0868692477777,797.2644503287809,795.7644503287809,High Priority (Agent Call),2277.8984295108025,2192.8984295108025,85.0,728
2145,M,Personal Loan,05. <=100k,CHAI WAN,Y,75000,0.3771962,0.08676830926836682,N,6507.623195127511,2277.6681182946286,2192.6681182946286,1639.9210451721326,1627.9210451721326,797.1838414031199,795.6838414031199,High Priority (Agent Call),2277.6681182946286,2192.6681182946286,85.0,729
2820,T,Credit Card,05. <=100k,TUEN MUN,N,75000,0.3771087,0.08674478205586597,N,6505.858654189948,2277.0505289664816,2192.0505289664816,1639.4763808558666,1627.4763808558666,796.9676851382685,795.4676851382685,High Priority (Agent Call),2277.0505289664816,2192.0505289664816,85.0,730
15431,M,Credit Card,04. <=50k,KWAI CHUNG,N,37500,0.6206337,0.1734237787543989,Y,6503.391703289959,2276.1870961514855,2191.1870961514855,1638.8547092290696,1626.8547092290696,796.6654836530199,795.1654836530199,High Priority (Agent Call),2276.1870961514855,2191.1870961514855,85.0,731
8690,M,Personal Loan,04. <=50k,YUEN LONG,Y,37500,0.62062234,0.17341825318398751,Y,6503.184494399532,2276.114573039836,2191.114573039836,1638.802492588682,1626.802492588682,796.6401005639426,795.1401005639426,High Priority (Agent Call),2276.114573039836,2191.114573039836,85.0,732
8959,M,Credit Card,04. <=50k,KWUN TONG,Y,37500,0.6205094,0.17336344245208704,Y,6501.129091953264,2275.395182183642,2190.395182183642,1638.2845311722224,1626.2845311722224,796.3883137642747,794.8883137642747,High Priority (Agent Call),2275.395182183642,2190.395182183642,85.0,733
13267,M,Credit Card,05. <=100k,HUNG HOM,N,75000,0.37684456,0.08667378163766691,N,6500.533622825018,2275.186767988756,2190.186767988756,1638.1344729519042,1626.1344729519042,796.3153687960645,794.8153687960645,High Priority (Agent Call),2275.186767988756,2190.186767988756,85.0,734
12390,M,Credit Card,04. <=50k,SAI WAN HO,N,37500,0.6200558,0.17314353335507465,Y,6492.8825008153,2272.508875285355,2187.508875285355,1636.2063902054554,1624.2063902054554,795.3781063498742,793.8781063498742,High Priority (Agent Call),2272.508875285355,2187.508875285355,85.0,735
12347,M,Credit Card,04. <=50k,JORDAN,Y,37500,0.61998284,0.1731081930471497,Y,6491.557239268113,2272.0450337438397,2187.0450337438397,1635.8724242955645,1623.8724242955645,795.2157618103438,793.7157618103438,High Priority (Agent Call),2272.0450337438397,2187.0450337438397,85.0,736
5020,T,Credit Card,06. <=200k,TO KWA WAN,N,150000,0.19245397,0.0432191758021762,N,6482.876370326429,2269.00672961425,2184.00672961425,1633.6848453222601,1621.6848453222601,794.1523553649876,792.6523553649876,High Priority (Agent Call),2269.00672961425,2184.00672961425,85.0,737
14258,M,Credit Card,04. <=50k,WANG TAU HOM,N,37500,0.619219,0.1727386875158438,Y,6477.700781844142,2267.1952736454496,2182.1952736454496,1632.3805970247236,1620.3805970247236,793.5183457759073,792.0183457759073,High Priority (Agent Call),2267.1952736454496,2182.1952736454496,85.0,738
12400,T,Credit Card,04. <=50k,TSEUNG KWAN O,N,37500,0.6191381,0.1726996132970859,Y,6476.235498640722,2266.6824245242524,2181.6824245242524,1632.0113456574616,1620.0113456574616,793.3388485834882,791.8388485834882,High Priority (Agent Call),2266.6824245242524,2181.6824245242524,85.0,739
15218,M,Credit Card,04. <=50k,TO KWA WAN,N,37500,0.61905265,0.17265833296704716,Y,6474.687486264269,2266.1406201924938,2181.1406201924938,1631.6212465385954,1619.6212465385954,793.1492170673728,791.6492170673728,High Priority (Agent Call),2266.1406201924938,2181.1406201924938,85.0,740
12045,M,Credit Card,04. <=50k,SAI YING PUN,Y,37500,0.6189665,0.17261674748260392,Y,6473.128030597647,2265.5948107091763,2180.5948107091763,1631.2282637106068,1619.2282637106068,792.9581837482117,791.4581837482117,High Priority (Agent Call),2265.5948107091763,2180.5948107091763,85.0,741
11499,M,Credit Card,05. <=100k,TUEN MUN,N,75000,0.37520048,0.08623259281592531,N,6467.444461194398,2263.605561418039,2178.605561418039,1629.7960042209882,1617.7960042209882,792.2619464963136,790.7619464963136,High Priority (Agent Call),2263.605561418039,2178.605561418039,85.0,742
14811,M,Credit Card,03. <=25k,SAI WAN HO,Y,17500,0.8555249,0.3691082758539607,Y,6459.394827444313,2260.788189605509,2175.788189605509,1627.7674965159665,1615.7674965159665,791.2758663619281,789.7758663619281,High Priority (Agent Call),2260.788189605509,2175.788189605509,85.0,743
10270,M,Credit Card,04. <=50k,TUEN MUN,N,37500,0.6180948,0.1721965047429775,Y,6457.368927861657,2260.0791247515795,2175.0791247515795,1627.256969821137,1615.256969821137,791.0276936630528,789.5276936630528,High Priority (Agent Call),2260.0791247515795,2175.0791247515795,85.0,744
13502,M,Credit Card,05. <=100k,YUEN LONG,N,75000,0.37455797,0.08606052009530683,N,6454.539007148012,2259.088652501804,2174.088652501804,1626.543829801299,1614.543829801299,790.6810283756314,789.1810283756314,High Priority (Agent Call),2259.088652501804,2174.088652501804,85.0,745
999,M,Credit Card,04. <=50k,TUEN MUN,Y,37500,0.6178832,0.17209467470682832,Y,6453.550301506062,2258.7426055271217,2173.7426055271217,1626.2946759795275,1614.2946759795275,790.5599119344926,789.0599119344926,High Priority (Agent Call),2258.7426055271217,2173.7426055271217,85.0,746
10675,M,Personal Loan,04. <=50k,TUEN MUN,N,37500,0.6177694,0.17203994458245297,Y,6451.497921841987,2258.024272644695,2173.024272644695,1625.7774763041803,1613.7774763041803,790.3084954256432,788.8084954256432,High Priority (Agent Call),2258.024272644695,2173.024272644695,85.0,747
9099,M,Credit Card,04. <=50k,PAK TIN,N,37500,0.6177013,0.17200718488737476,Y,6450.269433276554,2257.5943016467936,2172.5943016467936,1625.4678971856913,1613.4678971856913,790.1580055763777,788.6580055763777,High Priority (Agent Call),2257.5943016467936,2172.5943016467936,85.0,748
15224,T,Credit Card,04. <=50k,YUEN LONG,N,37500,0.617285,0.17180717098427326,Y,6442.768911910247,2254.969119168586,2169.969119168586,1623.577765801382,1611.577765801382,789.2391917090051,787.7391917090051,High Priority (Agent Call),2254.969119168586,2169.969119168586,85.0,749
11058,M,Personal Loan,05. <=100k,SHA TIN,N,75000,0.373754,0.08584547545401357,N,6438.410659051017,2253.443730667856,2168.443730667856,1622.4794860808563,1610.4794860808563,788.7053057337496,787.2053057337496,High Priority (Agent Call),2253.443730667856,2168.443730667856,85.0,750
15130,M,Credit Card,04. <=50k,TSUEN WAN,N,37500,0.6167719,0.1715609861395066,Y,6433.536980231497,2251.737943081024,2166.737943081024,1621.251319018337,1609.251319018337,788.1082800783582,786.6082800783582,High Priority (Agent Call),2251.737943081024,2166.737943081024,85.0,751
14304,T,Credit Card,04. <=50k,LAI KING,N,37500,0.6166797,0.1715168192488523,Y,6431.880721831961,2251.158252641186,2166.158252641186,1620.833941901654,1608.833941901654,787.9053884244152,786.4053884244152,High Priority (Agent Call),2251.158252641186,2166.158252641186,85.0,752
12379,M,Credit Card,04. <=50k,WAN CHAI,N,37500,0.6166461,0.17150070986364233,Y,6431.2766198865875,2250.9468169603056,2165.9468169603056,1620.6817082114198,1608.6817082114198,787.8313859361069,786.3313859361069,High Priority (Agent Call),2250.9468169603056,2165.9468169603056,85.0,753
12125,M,Personal Loan,04. <=50k,TO KWA WAN,N,37500,0.61642385,0.1713942430301442,Y,6427.284113630407,2249.549439770642,2164.549439770642,1619.6755966348621,1607.6755966348621,787.3423039197247,785.8423039197247,High Priority (Agent Call),2249.549439770642,2164.549439770642,85.0,754
12841,M,Credit Card,04. <=50k,TAI KOK TSUI,N,37500,0.6164153,0.17139016173925142,Y,6427.131065221928,2249.4958728276747,2164.4958728276747,1619.6370284359257,1607.6370284359257,787.3235554896861,785.8235554896861,High Priority (Agent Call),2249.4958728276747,2164.4958728276747,85.0,755
15336,T,Overdraft,05. <=100k,TAI WAI,N,75000,0.37316868,0.08568910645312568,N,6426.682983984426,2249.339044394549,2164.339044394549,1619.5241119640752,1607.5241119640752,787.2686655380921,785.7686655380921,High Priority (Agent Call),2249.339044394549,2164.339044394549,85.0,756
12269,M,Credit Card,04. <=50k,DISCOVERY BAY,Y,37500,0.61627704,0.17132396334090091,Y,6424.648625283784,2248.627018849324,2163.627018849324,1619.0114535715131,1607.0114535715131,787.0194565972633,785.5194565972633,High Priority (Agent Call),2248.627018849324,2163.627018849324,85.0,757
9183,M,Credit Card,04. <=50k,KOWLOON CITY,N,37500,0.6162426,0.17130747536613655,Y,6424.03032623012,2248.410614180542,2163.410614180542,1618.85564220999,1606.85564220999,786.9437149631896,785.4437149631896,High Priority (Agent Call),2248.410614180542,2163.410614180542,85.0,758
8325,M,Credit Card,05. <=100k,TSEUNG KWAN O,N,75000,0.3729431,0.08562888638471146,N,6422.166478853359,2247.7582675986755,2162.7582675986755,1618.3859526710462,1606.3859526710462,786.7153936595364,785.2153936595364,High Priority (Agent Call),2247.7582675986755,2162.7582675986755,85.0,759
